source,author,title,description,url,url_to_image,published_at,content,category,full_content
Wired.co.uk,"Arbab Ali, Nadeem Sarwar",Glacial Lakes Threaten Millions in a Warming World,A Himalayan lake fed by melting ice just released a devastating flood in northern India. Thousands of other unstable lakes are getting bigger every year.,https://www.wired.co.uk/article/glacial-lake-outburst-flood-glof-india-sikkim,"https://media.wired.co.uk/photos/652876126863ba5dd0b2217f/16:9/w_1280,c_limit/india-himalyas-science-2T0W37B.jpg",2023-10-24 06:00:00.000000,"Known formally as glacial lake outburst floodsor GLOFsthese deluges are driven by rising mountain temperatures. Where glaciers terminate, they deposit rocky debris that has been carried in their ice,… [+3376 chars]",Nepal,
VOA News,webdesk@voanews.com (Agence France-Presse),UN Chief Urges Peace From Site Venerated as Buddha's Birthplace,"U.N. Secretary-General Antonio Guterres made an impassioned plea for peace on Tuesday from a Nepalese site venerated as Buddha's birthplace, against a backdrop of conflict, including in the Middle East, Ukraine and Sudan.


While on his visit to Nepal, Guterr…",https://www.voanews.com/a/un-chief-urges-peace-from-site-venerated-as-buddha-birthplace/7334409.html,https://gdb.voanews.com/9EACFB46-0926-4E37-9F0C-55B81AE67D5A.jpg,2023-10-31 14:23:18.000000,"Lumbini, Nepal  U.N. Secretary-General Antonio Guterres made an impassioned plea for peace on Tuesday from a Nepalese site venerated as Buddha's birthplace, against a backdrop of conflict, including … [+1617 chars]",Nepal,
The Times of India,Durgesh Nandan Jha,PM Hasina’s war on terror gets daughter India’s vote in WHO,India News: NEW DELHI: India preferred Bangladesh over Nepal for the post of regional director of World Health Organisation’s (WHO) Southeast Asia Region contribu.,https://timesofindia.indiatimes.com/india/pm-hasinas-war-on-terror-gets-daughter-indias-vote-in-who/articleshow/104900983.cms,"https://static.toiimg.com/thumb/msid-47529300,width-1070,height-580,imgsize-110164,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",2023-11-02 01:12:47.000000,Ranked! Worlds most loved landmarks; Taj Mahal secures 2nd spot,Nepal,"NEW DELHI: India preferred Bangladesh over Nepal for the post of regional director of World Health Organisation’s (WHO) Southeast Asia Region contributing to the comfortable victory of Saima Wazed, daughter of Bangla PM Sheikh Hasina .Although officials were tight-lipped about which way India voted, sources said that it voted for Wazed at the expense of Dr Shambhu Acharya, who could manage one vote, apart from Nepal’s.It could not have been an easy decision as India has been working to improve ties with both neighbours. The decision may have been influenced by Bangladesh PM Sheikh Hasina’s effort to stop Islamic terrorist groups, many of them backed by Pakistan, from using Bangladesh as a base to launch attacks against India. The personal stake of Sheikh Hasina, who faces an increasingly tough situation on the domestic front ahead of elections next year, in the outcome of a contest featuring her daughter and China’s effort to woo her, also perhaps helped tip scales in Wazed’s favour.Wazed, who is a global autism advocate and has been a member of the WHO’s 25-member expert advisory panel on mental health, would have won in any case as eight of the 10 member nations preferred her over Dr Acharya who is a WHO specialist.WHO said that Wazed’s nomination will be submitted to the WHO executive board during its 154th session, taking place on 22-27 January 2024 in Geneva, Switzerland, and that the newly appointed regional director will take office on 1 February 2024.The Bangladesh High Commission, in its statement announcing the victory, said their ministry of foreign affairs, in coordination with the ministry of health and family welfare, conducted an effective campaign in Wazed’s favour since the very beginning of the election process."
The Star Online,The Star Online,"Over 1,000 call centre scammers detained this year, say cops","KUALA LUMPUR: Police have detained 1,160 individuals for suspected involvement in call centre scam syndicates in the first nine months of this year. Read full story",https://www.thestar.com.my/news/nation/2023/10/20/over-1000-call-centre-scammers-detained-this-year-say-cops,https://apicms.thestar.com.my/uploads/images/2023/10/20/2346654.jpeg,2023-10-20 13:08:00.000000,"KUALA LUMPUR: Police have detained 1,160 individuals for suspected involvement in call centre scam syndicates in the first nine months of this year.
They comprise 791 individuals from Malaysia, Chin… [+1770 chars]",Nepal,
The Jerusalem Post,By REUTERS,Magnitude 5.6 earthquake strikes Nepal,"A magnitude 5.6 earthquake struck Nepal on Tuesday, the German Research Center for Geosciences (GFZ) said.The",https://www.jpost.com/breaking-news/article-761462,"https://images.jpost.com/image/upload/f_auto,fl_lossy/c_fill,g_faces:center,h_407,w_690/534687",2023-10-03 09:37:27.000000,"A magnitude 5.6 earthquake struck Nepal on Tuesday, the German Research Center for Geosciences (GFZ) said.
The quake was at a depth of 10 km (6.2 miles), GFZ said.
The quake was also felt in parts … [+40 chars]",Nepal,
CNA,,China expands climate change surveillance on Himalayan peak,"BEIJING: China has set up weather stations on Cho Oyu, the sixth-highest mountain in the world on Tibet's border with Nepal, expanding a series of high-altitude meteorological gauges in the Himalayas to monitor the impact of climate change on Asia's ""water to…",https://www.channelnewsasia.com/sustainability/china-expands-climate-change-surveillance-himalayan-peak-3826266,"https://onecms-res.cloudinary.com/image/upload/s--003BzN3f--/fl_relative,g_south_east,l_one-cms:core:watermark:reuters,w_0.1/f_auto,q_auto/c_fill,g_auto,h_676,w_1200/v1/one-cms/core/2023-10-06t080942z_2_lynxmpej9508r_rtroptp_3_climate-change-china.jpg?itok=t4hpbvyh",2023-10-06 08:37:56.000000,"BEIJING: China has set up weather stations on Cho Oyu, the sixth-highest mountain in the world on Tibet's border with Nepal, expanding a series of high-altitude meteorological gauges in the Himalayas… [+1801 chars]",Nepal,"BEIJING: China has set up weather stations on Cho Oyu, the sixth-highest mountain in the world on Tibet's border with Nepal, expanding a series of high-altitude meteorological gauges in the Himalayas to monitor the impact of climate change on Asia's ""water tower"". Scientists are increasingly watching how climate change is impacting the environmentally fragile Himalayas, home to the planet's tallest peaks and the source of water for rivers that hundreds of millions of people depend on. Since the end of September, a Chinese team has set up five automatic weather stations on Cho Oyu, at altitudes from 4,950m to its summit at 8,201m, the official Xinhua news agency reported on Friday (Oct 6). Snow and ice samples at the summit had been collected for the first time, Xinhua reported. Initial research showed that the ice layer on Cho Oyu was the thickest among peaks above 8,000m, with a thickness of more than 70m being seen, Xinhua reported. The weather stations on Cho Oyu, which means ""Turquoise Goddess"" in Tibetan, expand a Chinese meteorological network in the Himalayas that includes monitoring of the 8,848m Everest, also on the border with Nepal, and the 8,013m Shishapangma in Tibet. Monitoring the effects of global warming has taken on urgency after one of the warmest summers in the northern hemisphere this year.Mont Blanc, Western Europe's highest peak, has lost more than 2m in height over two yearsbecause of its shrinking snowpack, researchers said on Thursday. Torrential rain in India's northeastern Sikkim state burst the banks of a glacial lake and triggered flash floodsthis week, killing at least 40 people in the latest example of extreme weather events in the mountain range that scientists have blamed on climate change. High-altitude surveillance was imperative to avoid disasters such as floods and ice avalanches as glaciers melt, Xinhua reported, citing Yang Wei, a researcher at the Institute of Tibetan Plateau Research of Chinese Academy of Sciences."
Upenn.edu,Victor Mair,Middle Sinitic in Indological Transcription,"A fascinating, valuable new proposal from Nathan Hill: ""An Indological transcription of Middle Chinese"" Cahiers de Linguistique Asie Orientale, 52 (2023), 40-50. Abstract Because most Sino-Tibetan languages with a literary tradition use Indic derived scripts …",https://languagelog.ldc.upenn.edu/nll/?p=61092,,2023-10-29 01:06:43.000000,"« previous post | 
A fascinating, valuable new proposal from Nathan Hill:
""An Indological transcription of Middle Chinese""
Cahiers de Linguistique Asie Orientale, 52 (2023), 40-50.
Abstract
Beca… [+6610 chars]",Nepal,
Hurriyet Daily News,hurriyetdailynews.com,AI of tiger: Tiny camera protects people,"Tiger populations are on the rise in the jungles of India and Nepal and the predators are roaming ever closer to villages, sparking a race among conservationists to find ways of avoiding conflict.",https://www.hurriyetdailynews.com/ai-of-tiger-tiny-camera-protects-people-186800,https://image.hurimg.com/i/hurriyet/75/200x200/651e6e894e3fe111306a471d.jpg,2023-10-06 04:00:00.000000,"PARIS
Tiger populations are on the rise in the jungles of India and Nepal and the predators are roaming ever closer to villages, sparking a race among conservationists to find ways of avoiding confl… [+2298 chars]",Nepal,
CNA,,CNA wins gold in Best Use of Video category at WAN-IFRA Asian Digital Media Awards 2023,"SINGAPORE: For its first-hand look at the direct impact of global warming on lives in Nepal, CNA picked up a gold award at this year's WAN-IFRA Asian Digital Media Awards in the Best Use of Video category.  The World Association of News Publishers (WAN-IFRA) …",https://www.channelnewsasia.com/singapore/cna-wins-best-use-video-wan-ifra-asian-digital-media-awards-2023-nepal-climate-3857826,"https://onecms-res.cloudinary.com/image/upload/s--_OLz_jLy--/fl_relative,g_south_east,l_mediacorp:cna:watermark:2021-08:cna,w_0.1/f_auto,q_auto/c_fill,g_auto,h_676,w_1200/v1/mediacorp/cna/image/2022/10/26/nepal-19.jpg?itok=rjq1HWYs",2023-10-19 09:37:00.000000,"SINGAPORE: For its first-hand look at the direct impact of global warming on lives in Nepal, CNA picked up a gold award at this year's WAN-IFRA Asian Digital Media Awards in the Best Use of Video cat… [+1392 chars]",Nepal,"SINGAPORE: For its first-hand look at the direct impact of global warming on lives in Nepal, CNA picked up a gold award at this year's WAN-IFRA Asian Digital Media Awardsin the Best Use of Video category. The World Association of News Publishers (WAN-IFRA) is the global organisation of the world’s media and has 60 member publisher associations representing 18,000 publications in 120 countries. The award was presented on Thursday (Oct 19) at the Digital Media Asia (DMA) conference. Now in its 15th year, the event is Asia Pacific’s largest regional news media industry event on digital trends, revenue and technology. CNA’s Climate Correspondent Jack Board travelled to Upper Mustang, once known as Nepal's last forbidden kingdom, where he shot his winning digital video piece,Climate Change and Nepal’s Dying Village in the Mountains. Even as glaciers melt, the village of Samdzong is running dry. And as global warming ravages the Himalayas, communities there have no choice but to adapt and uproot themselves. Recounting his experience, Mr Board said filming the story was an ""absolute privilege and challenge"". ""Upper Mustang is a naturally breathtaking environment, and while it felt so distant, the local challenges there are so connected to the overall climate change threat that the world is facing,"" he said. ""Reaching the high-altitude glacial lake, featured in the story, was the most physically demanding thing I’ve ever done in my life. Yet it’s in these hard-to-reach places that climate change is hitting in most dramatic fashion. What happens up there really matters.”"
VOA News,webdesk@voanews.com (Shaikh Azizur Rahman),WHO Regional Election Sparks Nepotism Concerns in Bangladesh,"The coming election to choose the World Health Organization's next chief of the South-East Asia Regional Office, or SEARO, has become contentious as the person who takes up that post could influence the health of billions of people. 


The daughter of Banglad…",https://www.voanews.com/a/who-regional-election-sparks-nepotism-concerns-in-bangladesh/7322556.html,https://gdb.voanews.com/01000000-0aff-0242-848e-08dbd3d200df_w1200_r1.jpg,2023-10-23 14:47:54.000000,"The coming election to choose the World Health Organization's next chief of the South-East Asia Regional Office, or SEARO, has become contentious as the person who takes up that post could influence … [+6608 chars]",Nepal,
AOL,Alastair Gee,McDonald’s and Amazon’s ties to alleged labor trafficking: five key takeaways,"Foreign workers at the Middle East locations of US and UK brands allege low pay, harsh conditions and a legal limbo with few protections",https://www.aol.com/finance/mcdonald-amazon-ties-alleged-labor-090035425.html,https://s.yimg.com/ny/api/res/1.2/8cQIdi0h3jb_LjJHmP_cJQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD03MjE-/https://media.zenfs.com/en/aol_the_guardian_702/9260a676d8c1414277ce7692e2db5735,2023-10-10 09:00:35.000000,"Today the Guardian has published an investigation into labor conditions at the Persian Gulf locations of major US and UK brands, including Amazon, McDonalds and the InterContinental Hotels Group.
Al… [+4285 chars]",Nepal,
RT,RT,India leads in migration to 'high-income' countries - report,"US, Australia and Canada were the top destinations for Indians to acquire foreign citizenship in 2021 Read Full Article at RT.com",https://www.rt.com/india/585738-indians-migration-rich-countries/,https://mf.b37mrtl.ru/files/2023.10/article/6538b72985f54031a857cb06.jpg,2023-10-25 06:46:38.000000,"India topped a chart of countries with the largest number of emigrants to “high-income” Organization for Economic Co-operation and Development (OECD) member nations, with about 407,000 people having … [+2915 chars]",Nepal,"India has topped a list of countries with the largest number of emigrants to“high-income”Organization for Economic Co-operation and Development (OECD) member nations, according to a new report. While about 407,000 Indian nationals emigrated in 2021, the country also leads in acquiring citizenship in the OECD area, with the US, followed by Australia and Canada, dominating. According to theresearch, titled“International Migration Outlook: 2023,”released on Monday in France, the US handed out the most passports to Indian immigrants (56,000), followed by Australia (24,000) and Canada (21,000). A total of 133,000 Indians were granted citizenship in an OCED country in 2021. The OECD, which has 38 member countries, was founded in 1961 to stimulate economic progress and world trade. Most of these countries are considered""rich""and""developed""and attract migrant workers and students. Canada, according to the study, recorded the most significant proportional increase in granting citizenship to foreign nationals, with a 174% increase between 2021 and 2022. The North American country, which recently accused New Delhi of conducting a political assassination in a Vancouver suburb, added a record 375,000 new citizens in 2022. The highest number of immigrants issued Canadian passports in 2022 came from India (60,000), followed by the Philippines (42,000), Syria (20,000) and Pakistan (15,000). A shift overseas generally results in higher incomes for Indians. The World Development Report, released in April, showed an estimated 120% gain for Indians who moved abroad for work. According to the report, low-skilled Indians immigrating to the US stand to gain the most, as they would see a jump in income of nearly 500%, followed by immigration to the UAE, at almost 300%. “To step up efforts to actively recruit immigrant workers, several OECD-member countries continue to sign bilateral agreements and advance migration and mobility partnerships with selected origin countries,” the report noted, adding that Portugal, Germany, and Austria have recently concluded agreements on “migration and mobility” with India. Notably, it is the first time that Germany has signed such a bilateral agreement. The report added there was 26% more ‘permanent-type’ immigration to OECD countries in 2022 compared with the previous year, and preliminary figures for 2023 suggest a further increase. With more than 6 million new permanent immigrants, not including Ukrainian refugees, permanent immigration reached a record level in 2022, the report noted. Temporary labor migration, especially of the seasonal variety, also registered a “strong increase.” India has also emerged as the second-largest source of international students in OECD countries; 424,000 Indian students travel abroad for studies in 2021, only surpassed by China, which sent 885,000 students. According to the report, the number of students from India, Vietnam, and Nepal have more than doubled between 2014 and 2021. The report further revealed that Indians account for the largest number of international students in Canada and Latvia."
